TDI Format 1.5	Offset	YIG-Nb-Co::R	YIG-Nb-Co::Theta	Nb::R	Nb::Theta	YIG-Co-Nb::R	YIG-Co-Nb::Theta	iterator	y	temperature: setpoint	temperature: T1	temperature: T2	temperature: T3	temperature: T4	temperature: heater	temperature: gas	temperature: dT/dt	temperature: current temperature	temperature: error
Plotting Select.__text__{String}=Parameter Plot	0E+0	7.394300464E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.61649308E-1	7.068E+0	0E+0	9E+0	8.844E+0	8.863E+0	8.785E+0	NaN	NaN	7.7E+0	8.842E+0	-1.686629802E-1	8.86E+0	-1.6E-2
Project Code{String}=Superspintronices	0E+0	7.394300464E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.61649308E-1	7.068E+0	0E+0	9E+0	8.844E+0	8.863E+0	8.785E+0	NaN	NaN	7.7E+0	8.842E+0	-1.686629802E-1	8.86E+0	-1.6E-2
Ref: Temperature Window{LVObjVI Refnum (Void)}=	0E+0	7.394300464E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.61649308E-1	7.068E+0	0E+0	9E+0	8.844E+0	8.863E+0	8.785E+0	NaN	NaN	7.7E+0	8.842E+0	-1.686629802E-1	8.86E+0	-1.6E-2
Ref:Control Subpanel{LVObjUnknown Refnum (Void)}=	0E+0	7.394300464E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.61649308E-1	7.068E+0	0E+0	9E+0	8.844E+0	8.863E+0	8.785E+0	NaN	NaN	7.7E+0	8.842E+0	-1.686629802E-1	8.86E+0	-1.6E-2
Ref:Main Screen{LVObjVI Refnum (Void)}=	0E+0	7.394300464E-1	-1.3728E+1	7.132147696E-1	6.564E+0	2.61649308E-1	7.062E+0	0E+0	9E+0	8.844E+0	8.863E+0	8.785E+0	NaN	NaN	7.7E+0	8.842E+0	-1.686629802E-1	8.86E+0	-1.6E-2
Ref:Plotting Subpanel{LVObjUnknown Refnum (Void)}=	0E+0	7.394300464E-1	-1.3728E+1	7.131299167E-1	6.57E+0	2.61649308E-1	7.062E+0	0E+0	9E+0	8.844E+0	8.863E+0	8.785E+0	NaN	NaN	7.7E+0	8.842E+0	-1.686629802E-1	8.86E+0	-1.6E-2
Ref:Toolbar{LVObjUnknown Refnum (Void)}=	0E+0	7.394300464E-1	-1.3728E+1	7.131299167E-1	6.57E+0	2.61649308E-1	7.062E+0	0E+0	9E+0	8.839E+0	8.86E+0	8.781E+0	NaN	NaN	7.7E+0	8.837E+0	-1.704601496E-1	8.859E+0	-2E-2
Ref:XY Subpanel{LVObjUnknown Refnum (Void)}=	0E+0	7.394300464E-1	-1.3734E+1	7.131299167E-1	6.57E+0	2.61649308E-1	7.062E+0	0E+0	9E+0	8.839E+0	8.86E+0	8.781E+0	NaN	NaN	7.7E+0	8.837E+0	-1.704601496E-1	8.859E+0	-2E-2
Sample ID{String}=SBK-238-07	0E+0	7.394300464E-1	-1.3734E+1	7.131299167E-1	6.57E+0	2.61649308E-1	7.062E+0	0E+0	9E+0	8.839E+0	8.86E+0	8.781E+0	NaN	NaN	7.7E+0	8.837E+0	-1.704601496E-1	8.859E+0	-2E-2
Save:Filename{String}=${X-Y Class} ${2nd Parameter Class} ${iterator}{%04d} ${y}{%04.2g}.txt	0E+0	7.39513485E-1	-1.3734E+1	7.131299167E-1	6.57E+0	2.61649308E-1	7.062E+0	0E+0	9E+0	8.839E+0	8.86E+0	8.781E+0	NaN	NaN	7.7E+0	8.837E+0	-1.704601496E-1	8.859E+0	-2E-2
Save:Final Filename{String}=${X-Y Class} ${2nd Parameter Class} ${angle}{%05.1f}Deg $field{%5.3f}T.txt	0E+0	7.39513485E-1	-1.3734E+1	7.131299167E-1	6.564E+0	2.61649308E-1	7.056E+0	0E+0	9E+0	8.839E+0	8.86E+0	8.781E+0	NaN	NaN	7.7E+0	8.837E+0	-1.704601496E-1	8.859E+0	-2E-2
Save:Final path{Path}=C:\\Data\\${Project Code}\\${User}\\${Sample ID}\\${Measurement Timestamp}{%Y%m%d}\\${X-Y Class}	0E+0	7.39513485E-1	-1.3734E+1	7.131299167E-1	6.564E+0	2.616917344E-1	7.056E+0	0E+0	9E+0	8.839E+0	8.86E+0	8.781E+0	NaN	NaN	7.7E+0	8.837E+0	-1.704601496E-1	8.859E+0	-2E-2
Save:Path{Path}=C:\\Data\\${Project Code}\\${User}\\${Sample ID}\\${Measurement Timestamp}{%Y%m%d}\\${X-Y Class}	0E+0	7.39513485E-1	-1.374E+1	7.131299167E-1	6.57E+0	2.61649308E-1	7.062E+0	0E+0	9E+0	8.839E+0	8.86E+0	8.781E+0	NaN	NaN	7.7E+0	8.837E+0	-1.704601496E-1	8.859E+0	-2E-2
Startup path{Path}=C:\\Program Files (x86)\\National Instruments\\LabVIEW 2012\\Stonerlab\\Programs\\Source Meter IV	0E+0	7.39513485E-1	-1.3734E+1	7.131299167E-1	6.57E+0	2.61649308E-1	7.062E+0	0E+0	9E+0	8.839E+0	8.86E+0	8.781E+0	NaN	NaN	7.7E+0	8.837E+0	-1.704601496E-1	8.859E+0	-2E-2
Stepper: Position{Double Float}=6.780000	0E+0	7.39513485E-1	-1.3734E+1	7.131299167E-1	6.564E+0	2.61649308E-1	7.062E+0	0E+0	9E+0	8.839E+0	8.86E+0	8.781E+0	NaN	NaN	7.7E+0	8.837E+0	-1.704601496E-1	8.859E+0	-2E-2
Sub Panel{Cluster (I32,Enum U16 ((Click,Latch,Unlatch)))}={'Index':11,'Type':Click}	0E+0	7.39513485E-1	-1.3734E+1	7.131299167E-1	6.564E+0	2.61649308E-1	7.062E+0	0E+0	9E+0	8.839E+0	8.86E+0	8.781E+0	NaN	NaN	7.7E+0	8.837E+0	-1.704601496E-1	8.859E+0	-2E-2
Timestamp{Timestamp}=<04:25:27.221 08/02/2018>T	0E+0	7.394300464E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.616068816E-1	7.068E+0	0E+0	9E+0	8.839E+0	8.86E+0	8.781E+0	NaN	NaN	7.7E+0	8.837E+0	-1.704601496E-1	8.859E+0	-2E-2
Toolbar{Cluster (I32,Enum U16 ((Click,Latch,Unlatch)))}={'Index':11,'Type':Click}	0E+0	7.394300464E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.616068816E-1	7.068E+0	0E+0	9E+0	8.839E+0	8.86E+0	8.781E+0	NaN	NaN	7.7E+0	8.837E+0	-1.704601496E-1	8.859E+0	-2E-2
Unaved Data{Boolean}=True	0E+0	7.394300464E-1	-1.3734E+1	7.131299167E-1	6.564E+0	2.616068816E-1	7.068E+0	0E+0	9E+0	8.834E+0	8.851E+0	8.774E+0	NaN	NaN	7.7E+0	8.832E+0	-1.777941734E-1	8.85E+0	-1.6E-2
Unsaved Data{Boolean}=False	0E+0	7.39513485E-1	-1.3728E+1	7.132147696E-1	6.564E+0	2.616068816E-1	7.068E+0	0E+0	9E+0	8.834E+0	8.851E+0	8.774E+0	NaN	NaN	7.7E+0	8.832E+0	-1.777941734E-1	8.85E+0	-1.6E-2
User{String}=py14ja	0E+0	7.39513485E-1	-1.3728E+1	7.132147696E-1	6.564E+0	2.616068816E-1	7.068E+0	0E+0	9E+0	8.834E+0	8.851E+0	8.774E+0	NaN	NaN	7.7E+0	8.832E+0	-1.777941734E-1	8.85E+0	-1.6E-2
X-Y Class{String}=6221-Lockin-DAQ	0E+0	7.39513485E-1	-1.3728E+1	7.132147696E-1	6.564E+0	2.616068816E-1	7.068E+0	0E+0	9E+0	8.834E+0	8.851E+0	8.774E+0	NaN	NaN	7.7E+0	8.832E+0	-1.777941734E-1	8.85E+0	-1.6E-2
X-Y Class Path{Path}=..\\..\\..\\..\\..\\..\\..	0E+0	7.39513485E-1	-1.3728E+1	7.132147696E-1	6.564E+0	2.616068816E-1	7.068E+0	0E+0	9E+0	8.834E+0	8.851E+0	8.774E+0	NaN	NaN	7.7E+0	8.832E+0	-1.777941734E-1	8.85E+0	-1.6E-2
YIG-Co-Nb::R{Double Float}=0.261649	0E+0	7.39513485E-1	-1.3728E+1	7.132147696E-1	6.564E+0	2.616068816E-1	7.068E+0	0E+0	9E+0	8.834E+0	8.851E+0	8.774E+0	NaN	NaN	7.7E+0	8.832E+0	-1.777941734E-1	8.85E+0	-1.6E-2
YIG-Co-Nb::Theta{Double Float}=7.068000	0E+0	7.39513485E-1	-1.3728E+1	7.132147696E-1	6.564E+0	2.616068816E-1	7.068E+0	0E+0	9E+0	8.834E+0	8.851E+0	8.774E+0	NaN	NaN	7.7E+0	8.832E+0	-1.777941734E-1	8.85E+0	-1.6E-2
YIG-Co-Nb:Option: 560 Coupling{Enum U16 ((ground,DC,AC))}=ground	0E+0	7.39513485E-1	-1.3728E+1	7.131299167E-1	6.564E+0	2.616068816E-1	7.068E+0	0E+0	9E+0	8.834E+0	8.851E+0	8.774E+0	NaN	NaN	7.7E+0	8.832E+0	-1.777941734E-1	8.85E+0	-1.6E-2
YIG-Co-Nb:Option: 560 Enabled{Boolean}=False	0E+0	7.39513485E-1	-1.3734E+1	7.131299167E-1	6.564E+0	2.616068816E-1	7.074E+0	0E+0	9E+0	8.834E+0	8.851E+0	8.774E+0	NaN	NaN	7.7E+0	8.832E+0	-1.777941734E-1	8.85E+0	-1.6E-2
YIG-Co-Nb:Option: 560 Gain{Enum U16 ((1,2,5,10,20,50,100,200,500,1000,2000,5000,10000,20000,50000))}=1	0E+0	7.39513485E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.616068816E-1	7.08E+0	0E+0	9E+0	8.834E+0	8.851E+0	8.774E+0	NaN	NaN	7.7E+0	8.832E+0	-1.777941734E-1	8.85E+0	-1.6E-2
YIG-Co-Nb:Option: 560 Input Source{Enum U16 ((A,A-B,B))}=A	0E+0	7.39513485E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.616068816E-1	7.074E+0	0E+0	9E+0	8.834E+0	8.851E+0	8.774E+0	NaN	NaN	7.7E+0	8.832E+0	-1.777941734E-1	8.85E+0	-1.6E-2
YIG-Co-Nb:Option: Lockin Type{Enum U16 ((SRS 830,EG&G 5302))}=SRS 830	0E+0	7.39513485E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.615644552E-1	7.074E+0	0E+0	9E+0	8.834E+0	8.851E+0	8.774E+0	NaN	NaN	7.7E+0	8.832E+0	-1.777941734E-1	8.85E+0	-1.6E-2
YIG-Co-Nb:Option: SR803 Full Scale Reading{Double Float}=0.000000	0E+0	7.395983378E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.615644552E-1	7.074E+0	0E+0	9E+0	8.834E+0	8.851E+0	8.774E+0	NaN	NaN	7.7E+0	8.832E+0	-1.777941734E-1	8.85E+0	-1.6E-2
YIG-Co-Nb:Option: SR830  Ref Phase{Double Float}=0.000000	0E+0	7.395983378E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.615644552E-1	7.074E+0	0E+0	9E+0	8.828E+0	8.849E+0	8.771E+0	NaN	NaN	7.7E+0	8.826E+0	-1.741627604E-1	8.847E+0	-1.9E-2
YIG-Co-Nb:Option: SR830  Synch Filter{Boolean}=False	0E+0	7.395983378E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.615644552E-1	7.074E+0	0E+0	9E+0	8.828E+0	8.849E+0	8.771E+0	NaN	NaN	7.7E+0	8.826E+0	-1.741627604E-1	8.847E+0	-1.9E-2
YIG-Co-Nb:Option: SR830  Time Constant{I16}=9	0E+0	7.395983378E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.615644552E-1	7.074E+0	0E+0	9E+0	8.828E+0	8.849E+0	8.771E+0	NaN	NaN	7.7E+0	8.826E+0	-1.741627604E-1	8.847E+0	-1.9E-2
YIG-Co-Nb:Option: SR830 2x Line Filter{Boolean}=True	0E+0	7.395983378E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.615644552E-1	7.074E+0	0E+0	9E+0	8.828E+0	8.849E+0	8.771E+0	NaN	NaN	7.7E+0	8.826E+0	-1.741627604E-1	8.847E+0	-1.9E-2
YIG-Co-Nb:Option: SR830 Adjust Gains{Boolean}=False	0E+0	7.395983378E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.615644552E-1	7.068E+0	0E+0	9E+0	8.828E+0	8.849E+0	8.771E+0	NaN	NaN	7.7E+0	8.826E+0	-1.741627604E-1	8.847E+0	-1.9E-2
YIG-Co-Nb:Option: SR830 Auto Offset 1{Boolean}=False	0E+0	7.395983378E-1	-1.374E+1	7.132147696E-1	6.564E+0	2.615644552E-1	7.068E+0	0E+0	9E+0	8.828E+0	8.849E+0	8.771E+0	NaN	NaN	7.7E+0	8.826E+0	-1.741627604E-1	8.847E+0	-1.9E-2
YIG-Co-Nb:Option: SR830 Auto Offset 2{Boolean}=False	0E+0	7.395983378E-1	-1.374E+1	7.132147696E-1	6.564E+0	2.615644552E-1	7.068E+0	0E+0	9E+0	8.828E+0	8.849E+0	8.771E+0	NaN	NaN	7.7E+0	8.826E+0	-1.741627604E-1	8.847E+0	-1.9E-2
YIG-Co-Nb:Option: SR830 Autophase{Boolean}=True	0E+0	7.39513485E-1	-1.374E+1	7.132147696E-1	6.564E+0	2.615220288E-1	7.068E+0	0E+0	9E+0	8.828E+0	8.849E+0	8.771E+0	NaN	NaN	7.7E+0	8.826E+0	-1.741627604E-1	8.847E+0	-1.9E-2
YIG-Co-Nb:Option: SR830 DC Coupling?{Boolean}=False	0E+0	7.39513485E-1	-1.374E+1	7.131299167E-1	6.564E+0	2.615644552E-1	7.074E+0	0E+0	9E+0	8.828E+0	8.849E+0	8.771E+0	NaN	NaN	7.7E+0	8.826E+0	-1.741627604E-1	8.847E+0	-1.9E-2
YIG-Co-Nb:Option: SR830 Display 1{U16}=0	0E+0	7.39513485E-1	-1.374E+1	7.132147696E-1	6.564E+0	2.615644552E-1	7.074E+0	0E+0	9E+0	8.828E+0	8.849E+0	8.771E+0	NaN	NaN	7.7E+0	8.826E+0	-1.741627604E-1	8.847E+0	-1.9E-2
YIG-Co-Nb:Option: SR830 Display 2{U16}=0	0E+0	7.39513485E-1	-1.3734E+1	7.131299167E-1	6.564E+0	2.615644552E-1	7.08E+0	0E+0	9E+0	8.828E+0	8.849E+0	8.771E+0	NaN	NaN	7.7E+0	8.826E+0	-1.741627604E-1	8.847E+0	-1.9E-2
YIG-Co-Nb:Option: SR830 Dynamic Reserve{I16}=1	0E+0	7.39513485E-1	-1.3734E+1	7.131299167E-1	6.564E+0	2.616068816E-1	7.074E+0	0E+0	9E+0	8.828E+0	8.849E+0	8.771E+0	NaN	NaN	7.7E+0	8.826E+0	-1.741627604E-1	8.847E+0	-1.9E-2
YIG-Co-Nb:Option: SR830 Expand 1{Enum U16 ((None,10x,100x))}=None	0E+0	7.394300464E-1	-1.3734E+1	7.131299167E-1	6.564E+0	2.616068816E-1	7.074E+0	0E+0	9E+0	8.823E+0	8.844E+0	8.766E+0	NaN	NaN	7.6E+0	8.821E+0	-1.754785329E-1	8.843E+0	-2E-2
YIG-Co-Nb:Option: SR830 Expand 2{Enum U16 ((None,10x,100x))}=None	0E+0	7.394300464E-1	-1.3728E+1	7.131299167E-1	6.564E+0	2.615644552E-1	7.068E+0	0E+0	9E+0	8.823E+0	8.844E+0	8.766E+0	NaN	NaN	7.6E+0	8.821E+0	-1.754785329E-1	8.843E+0	-2E-2
YIG-Co-Nb:Option: SR830 Filter Slope{I32}=2	0E+0	7.394300464E-1	-1.3728E+1	7.131299167E-1	6.564E+0	2.616068816E-1	7.062E+0	0E+0	9E+0	8.823E+0	8.844E+0	8.766E+0	NaN	NaN	7.6E+0	8.821E+0	-1.754785329E-1	8.843E+0	-2E-2
YIG-Co-Nb:Option: SR830 Gain{I32}=16	0E+0	7.394300464E-1	-1.3722E+1	7.131299167E-1	6.57E+0	2.616068816E-1	7.062E+0	0E+0	9E+0	8.823E+0	8.844E+0	8.766E+0	NaN	NaN	7.6E+0	8.821E+0	-1.754785329E-1	8.843E+0	-2E-2
YIG-Co-Nb:Option: SR830 Ground Shield?{Boolean}=True	0E+0	7.393451936E-1	-1.3716E+1	7.131299167E-1	6.564E+0	2.616068816E-1	7.062E+0	0E+0	9E+0	8.823E+0	8.844E+0	8.766E+0	NaN	NaN	7.6E+0	8.821E+0	-1.754785329E-1	8.843E+0	-2E-2
YIG-Co-Nb:Option: SR830 Harmonic{I32}=1	0E+0	7.393451936E-1	-1.3716E+1	7.131299167E-1	6.57E+0	2.616068816E-1	7.062E+0	0E+0	9E+0	8.823E+0	8.844E+0	8.766E+0	NaN	NaN	7.6E+0	8.821E+0	-1.754785329E-1	8.843E+0	-2E-2
YIG-Co-Nb:Option: SR830 Input{Enum U16 ((A,A-B,I 1MOhm,I 10MOhm))}=A-B	0E+0	7.394300464E-1	-1.3722E+1	7.131299167E-1	6.564E+0	2.615644552E-1	7.062E+0	0E+0	9E+0	8.823E+0	8.844E+0	8.766E+0	NaN	NaN	7.6E+0	8.821E+0	-1.754785329E-1	8.843E+0	-2E-2
YIG-Co-Nb:Option: SR830 Line Filter{Boolean}=True	0E+0	7.394300464E-1	-1.3722E+1	7.131299167E-1	6.564E+0	2.615644552E-1	7.062E+0	0E+0	9E+0	8.823E+0	8.844E+0	8.766E+0	NaN	NaN	7.6E+0	8.821E+0	-1.754785329E-1	8.843E+0	-2E-2
YIG-Co-Nb:Option: SR830 No Reset{Boolean}=False	0E+0	7.394300464E-1	-1.3722E+1	7.131299167E-1	6.564E+0	2.615644552E-1	7.062E+0	0E+0	9E+0	8.823E+0	8.844E+0	8.766E+0	NaN	NaN	7.6E+0	8.821E+0	-1.754785329E-1	8.843E+0	-2E-2
YIG-Co-Nb:Option: SR830 Offset 1{Double Float}=0.000000	0E+0	7.393451936E-1	-1.3722E+1	7.131299167E-1	6.564E+0	2.615644552E-1	7.068E+0	0E+0	9E+0	8.823E+0	8.844E+0	8.766E+0	NaN	NaN	7.6E+0	8.821E+0	-1.754785329E-1	8.843E+0	-2E-2
YIG-Co-Nb:Option: SR830 Offset 2{Double Float}=0.000000	0E+0	7.393451936E-1	-1.3722E+1	7.131299167E-1	6.564E+0	2.615644552E-1	7.068E+0	0E+0	9E+0	8.823E+0	8.844E+0	8.766E+0	NaN	NaN	7.6E+0	8.821E+0	-1.754785329E-1	8.843E+0	-2E-2
YIG-Co-Nb:Option: SR830 Output Channel 1{Boolean}=False	0E+0	7.393451936E-1	-1.3728E+1	7.131299167E-1	6.564E+0	2.616068816E-1	7.074E+0	0E+0	9E+0	8.823E+0	8.844E+0	8.766E+0	NaN	NaN	7.6E+0	8.821E+0	-1.754785329E-1	8.843E+0	-2E-2
YIG-Co-Nb:Option: SR830 Output Channel 2{Boolean}=False	0E+0	7.393451936E-1	-1.3728E+1	7.131299167E-1	6.564E+0	2.616068816E-1	7.074E+0	0E+0	9E+0	8.823E+0	8.844E+0	8.766E+0	NaN	NaN	7.6E+0	8.821E+0	-1.754785329E-1	8.843E+0	-2E-2
YIG-Co-Nb:Option: SR830 Ratio 1{U16}=0	0E+0	7.393451936E-1	-1.3728E+1	7.131299167E-1	6.564E+0	2.616068816E-1	7.074E+0	0E+0	9E+0	8.818E+0	8.838E+0	8.762E+0	NaN	NaN	7.7E+0	8.816E+0	-1.739239842E-1	8.835E+0	-1.7E-2
YIG-Co-Nb:Option: SR830 Ratio 2{U16}=0	0E+0	7.393451936E-1	-1.3728E+1	7.131299167E-1	6.564E+0	2.616068816E-1	7.074E+0	0E+0	9E+0	8.818E+0	8.838E+0	8.762E+0	NaN	NaN	7.7E+0	8.816E+0	-1.739239842E-1	8.835E+0	-1.7E-2
YIG-Co-Nb:Option: SR830 Ref Amplitude{Double Float}=0.100000	0E+0	7.393451936E-1	-1.3728E+1	7.131299167E-1	6.564E+0	2.616068816E-1	7.074E+0	0E+0	9E+0	8.818E+0	8.838E+0	8.762E+0	NaN	NaN	7.7E+0	8.816E+0	-1.739239842E-1	8.835E+0	-1.7E-2
YIG-Co-Nb:Option: SR830 Ref Frequency{Double Float}=1013.000000	0E+0	7.393451936E-1	-1.3728E+1	7.131299167E-1	6.564E+0	2.616068816E-1	7.074E+0	0E+0	9E+0	8.818E+0	8.838E+0	8.762E+0	NaN	NaN	7.7E+0	8.816E+0	-1.739239842E-1	8.835E+0	-1.7E-2
YIG-Co-Nb:Option: SR830 Ref Source{Boolean}=False	0E+0	7.394300464E-1	-1.3728E+1	7.131299167E-1	6.564E+0	2.616068816E-1	7.074E+0	0E+0	9E+0	8.818E+0	8.838E+0	8.762E+0	NaN	NaN	7.7E+0	8.816E+0	-1.739239842E-1	8.835E+0	-1.7E-2
YIG-Co-Nb:Option: SR830 Requested Parameters{1D Array (Enum U16 ((X,Y,R,Theta,Aux 1,Aux 2,Aux 3,Aux 4,Ref Freq,Channel 1,Channel 2)))}=[R,Theta]	0E+0	7.394300464E-1	-1.3728E+1	7.131299167E-1	6.564E+0	2.616068816E-1	7.08E+0	0E+0	9E+0	8.818E+0	8.838E+0	8.762E+0	NaN	NaN	7.7E+0	8.816E+0	-1.739239842E-1	8.835E+0	-1.7E-2
YIG-Co-Nb:Option: SR830 Time Constant value{Double Float}=0.000000	0E+0	7.393451936E-1	-1.3728E+1	7.131299167E-1	6.564E+0	2.616068816E-1	7.086E+0	0E+0	9E+0	8.818E+0	8.838E+0	8.762E+0	NaN	NaN	7.7E+0	8.816E+0	-1.739239842E-1	8.835E+0	-1.7E-2
YIG-Co-Nb:Option: SR830 Trigger Edge{Enum U16 ((Zero Crossing,Rising Edge,Falling Edge))}=Falling Edge	0E+0	7.393451936E-1	-1.3728E+1	7.131299167E-1	6.564E+0	2.616068816E-1	7.086E+0	0E+0	9E+0	8.818E+0	8.838E+0	8.762E+0	NaN	NaN	7.7E+0	8.816E+0	-1.739239842E-1	8.835E+0	-1.7E-2
YIG-Co-Nb:Option: SR830 VISA{Visa Refnum (Void)}=GPIB0::3::INSTR	0E+0	7.393451936E-1	-1.3734E+1	7.131299167E-1	6.564E+0	2.61649308E-1	7.086E+0	0E+0	9E+0	8.818E+0	8.838E+0	8.762E+0	NaN	NaN	7.7E+0	8.816E+0	-1.739239842E-1	8.835E+0	-1.7E-2
YIG-Co-Nb:Option:560 Comport{Visa Refnum (Void)}=COM1	0E+0	7.394300464E-1	-1.3734E+1	7.131299167E-1	6.564E+0	2.61649308E-1	7.086E+0	0E+0	9E+0	8.818E+0	8.838E+0	8.762E+0	NaN	NaN	7.7E+0	8.816E+0	-1.739239842E-1	8.835E+0	-1.7E-2
YIG-Co-Nb:Option:560 Filter High Pass{U16}=0	0E+0	7.394300464E-1	-1.3734E+1	7.131299167E-1	6.564E+0	2.616068816E-1	7.086E+0	0E+0	9E+0	8.818E+0	8.838E+0	8.762E+0	NaN	NaN	7.7E+0	8.816E+0	-1.739239842E-1	8.835E+0	-1.7E-2
YIG-Co-Nb:Option:560 Filter Lowpass{U16}=0	0E+0	7.394300464E-1	-1.3734E+1	7.131299167E-1	6.564E+0	2.616068816E-1	7.086E+0	0E+0	9E+0	8.818E+0	8.838E+0	8.762E+0	NaN	NaN	7.7E+0	8.816E+0	-1.739239842E-1	8.835E+0	-1.7E-2
YIG-Co-Nb:Option:560 Filter Mode{U16}=0	0E+0	7.394300464E-1	-1.3734E+1	7.131299167E-1	6.564E+0	2.616068816E-1	7.086E+0	0E+0	9E+0	8.818E+0	8.838E+0	8.762E+0	NaN	NaN	7.7E+0	8.816E+0	-1.739239842E-1	8.835E+0	-1.7E-2
YIG-Co-Nb:Option:560 Invert{Boolean}=False	0E+0	7.39513485E-1	-1.3734E+1	7.131299167E-1	6.564E+0	2.616068816E-1	7.08E+0	0E+0	9E+0	8.812E+0	8.832E+0	8.756E+0	NaN	NaN	7.7E+0	8.81E+0	-1.764311343E-1	8.831E+0	-1.9E-2
YIG-Co-Nb:Option:560 dynamic reserve{Enum U16 ((low noise,high DR,calibration gains))}=calibration gains	0E+0	7.39513485E-1	-1.3734E+1	7.132147696E-1	6.564E+0	2.616068816E-1	7.074E+0	0E+0	9E+0	8.812E+0	8.832E+0	8.756E+0	NaN	NaN	7.7E+0	8.81E+0	-1.764311343E-1	8.831E+0	-1.9E-2
YIG-Co-Nb:Option:570 Enabled{Boolean}=False	0E+0	7.394300464E-1	-1.3734E+1	7.131299167E-1	6.564E+0	2.616068816E-1	7.074E+0	0E+0	9E+0	8.812E+0	8.832E+0	8.756E+0	NaN	NaN	7.7E+0	8.81E+0	-1.764311343E-1	8.831E+0	-1.9E-2
YIG-Co-Nb:Option:570 Filter High Pass{U16}=0	0E+0	7.39513485E-1	-1.3734E+1	7.131299167E-1	6.564E+0	2.615644552E-1	7.068E+0	0E+0	9E+0	8.812E+0	8.832E+0	8.756E+0	NaN	NaN	7.7E+0	8.81E+0	-1.764311343E-1	8.831E+0	-1.9E-2
YIG-Co-Nb:Option:570 Filter Lowpass{U16}=0	0E+0	7.394300464E-1	-1.3734E+1	7.131299167E-1	6.564E+0	2.615644552E-1	7.068E+0	0E+0	9E+0	8.812E+0	8.832E+0	8.756E+0	NaN	NaN	7.7E+0	8.81E+0	-1.764311343E-1	8.831E+0	-1.9E-2
YIG-Co-Nb:Option:570 Filter Mode{U16}=0	0E+0	7.394300464E-1	-1.3734E+1	7.131299167E-1	6.564E+0	2.615644552E-1	7.062E+0	0E+0	9E+0	8.812E+0	8.832E+0	8.756E+0	NaN	NaN	7.7E+0	8.81E+0	-1.764311343E-1	8.831E+0	-1.9E-2
YIG-Co-Nb:Option:570 Gain Mode{U16}=0	0E+0	7.394300464E-1	-1.3734E+1	7.131299167E-1	6.564E+0	2.615644552E-1	7.062E+0	0E+0	9E+0	8.812E+0	8.832E+0	8.756E+0	NaN	NaN	7.7E+0	8.81E+0	-1.764311343E-1	8.831E+0	-1.9E-2
YIG-Co-Nb:Option:570 Input Offset{U16}=0	0E+0	7.393451936E-1	-1.3734E+1	7.131299167E-1	6.564E+0	2.615644552E-1	7.062E+0	0E+0	9E+0	8.812E+0	8.832E+0	8.756E+0	NaN	NaN	7.7E+0	8.81E+0	-1.764311343E-1	8.831E+0	-1.9E-2
YIG-Co-Nb:Option:570 Input Offset On{Boolean}=False	0E+0	7.393451936E-1	-1.3734E+1	7.131299167E-1	6.564E+0	2.615644552E-1	7.062E+0	0E+0	9E+0	8.812E+0	8.832E+0	8.756E+0	NaN	NaN	7.7E+0	8.81E+0	-1.764311343E-1	8.831E+0	-1.9E-2
YIG-Co-Nb:Option:570 Sensitivity{U16}=0	0E+0	7.393451936E-1	-1.3734E+1	7.131299167E-1	6.564E+0	2.615644552E-1	7.056E+0	0E+0	9E+0	8.812E+0	8.832E+0	8.756E+0	NaN	NaN	7.7E+0	8.81E+0	-1.764311343E-1	8.831E+0	-1.9E-2
YIG-Co-Nb:Option:SR570 Comport{Visa Refnum (Void)}=COM1	0E+0	7.393451936E-1	-1.3734E+1	7.131299167E-1	6.564E+0	2.615644552E-1	7.056E+0	0E+0	9E+0	8.812E+0	8.832E+0	8.756E+0	NaN	NaN	7.7E+0	8.81E+0	-1.764311343E-1	8.831E+0	-1.9E-2
YIG-Co-Nb:Option:SR830 Divide by 6221 Ampl{Boolean}=True	0E+0	7.393451936E-1	-1.3728E+1	7.131299167E-1	6.564E+0	2.615644552E-1	7.062E+0	0E+0	9E+0	8.812E+0	8.832E+0	8.756E+0	NaN	NaN	7.7E+0	8.81E+0	-1.764311343E-1	8.831E+0	-1.9E-2
YIG-Co-Nb:Option:SR830 Settle Time{Double Float}=0.000000	0E+0	7.393451936E-1	-1.3728E+1	7.131299167E-1	6.564E+0	2.615644552E-1	7.062E+0	0E+0	9E+0	8.812E+0	8.832E+0	8.756E+0	NaN	NaN	7.7E+0	8.81E+0	-1.764311343E-1	8.831E+0	-1.9E-2
