TDI Format 1.5	Offset	YIG-Nb-Co::R	YIG-Nb-Co::Theta	Nb::R	Nb::Theta	YIG-Co-Nb::R	YIG-Co-Nb::Theta	iterator	y	temperature: setpoint	temperature: T1	temperature: T2	temperature: T3	temperature: T4	temperature: heater	temperature: gas	temperature: dT/dt	temperature: current temperature	temperature: error
 	0E+0	7.389237579E-1	-1.3722E+1	7.127084811E-1	6.564E+0	2.613537374E-1	7.068E+0	1E+0	7E+0	8.642E+0	8.599E+0	8.524E+0	NaN	NaN	7.6E+0	8.644E+0	1.927595735E-1	8.6E+0	4.2E-2
 	0E+0	7.389237579E-1	-1.3716E+1	7.127084811E-1	6.57E+0	2.613537374E-1	7.068E+0	1E+0	7E+0	8.642E+0	8.599E+0	8.524E+0	NaN	NaN	7.6E+0	8.644E+0	1.927595735E-1	8.6E+0	4.2E-2
 	0E+0	7.389237579E-1	-1.3716E+1	7.126236283E-1	6.57E+0	2.613537374E-1	7.068E+0	1E+0	7E+0	8.642E+0	8.599E+0	8.524E+0	NaN	NaN	7.6E+0	8.644E+0	1.927595735E-1	8.6E+0	4.2E-2
 	0E+0	7.389237579E-1	-1.3716E+1	7.126236283E-1	6.564E+0	2.613537374E-1	7.068E+0	1E+0	7E+0	8.642E+0	8.599E+0	8.524E+0	NaN	NaN	7.6E+0	8.644E+0	1.927595735E-1	8.6E+0	4.2E-2
 	0E+0	7.389237579E-1	-1.3716E+1	7.126236283E-1	6.57E+0	2.613537374E-1	7.062E+0	1E+0	7E+0	8.642E+0	8.599E+0	8.524E+0	NaN	NaN	7.6E+0	8.644E+0	1.927595735E-1	8.6E+0	4.2E-2
 	0E+0	7.390086107E-1	-1.3716E+1	7.126236283E-1	6.564E+0	2.613537374E-1	7.062E+0	1E+0	7E+0	8.642E+0	8.599E+0	8.524E+0	NaN	NaN	7.6E+0	8.644E+0	1.927595735E-1	8.6E+0	4.2E-2
 	0E+0	7.390086107E-1	-1.3716E+1	7.127084811E-1	6.57E+0	2.613537374E-1	7.068E+0	1E+0	7E+0	8.642E+0	8.599E+0	8.524E+0	NaN	NaN	7.6E+0	8.644E+0	1.927595735E-1	8.6E+0	4.2E-2
 	0E+0	7.390086107E-1	-1.3716E+1	7.126236283E-1	6.564E+0	2.613537374E-1	7.062E+0	1E+0	7E+0	8.642E+0	8.599E+0	8.524E+0	NaN	NaN	7.6E+0	8.644E+0	1.927595735E-1	8.6E+0	4.2E-2
 	0E+0	7.389237579E-1	-1.3722E+1	7.126236283E-1	6.564E+0	2.613537374E-1	7.062E+0	1E+0	7E+0	8.642E+0	8.599E+0	8.524E+0	NaN	NaN	7.6E+0	8.644E+0	1.927595735E-1	8.6E+0	4.2E-2
 	0E+0	7.389237579E-1	-1.3728E+1	7.126236283E-1	6.558E+0	2.613537374E-1	7.068E+0	1E+0	7E+0	8.647E+0	8.598E+0	8.524E+0	NaN	NaN	7.7E+0	8.649E+0	1.858175844E-1	8.6E+0	4.7E-2
 	0E+0	7.389237579E-1	-1.3728E+1	7.126236283E-1	6.558E+0	2.613537374E-1	7.068E+0	1E+0	7E+0	8.647E+0	8.598E+0	8.524E+0	NaN	NaN	7.7E+0	8.649E+0	1.858175844E-1	8.6E+0	4.7E-2
 	0E+0	7.389237579E-1	-1.3734E+1	7.126236283E-1	6.558E+0	2.613961638E-1	7.074E+0	1E+0	7E+0	8.647E+0	8.598E+0	8.524E+0	NaN	NaN	7.7E+0	8.649E+0	1.858175844E-1	8.6E+0	4.7E-2
 	0E+0	7.389237579E-1	-1.3734E+1	7.126236283E-1	6.558E+0	2.613537374E-1	7.074E+0	1E+0	7E+0	8.647E+0	8.598E+0	8.524E+0	NaN	NaN	7.7E+0	8.649E+0	1.858175844E-1	8.6E+0	4.7E-2
 	0E+0	7.389237579E-1	-1.3728E+1	7.126236283E-1	6.564E+0	2.613537374E-1	7.068E+0	1E+0	7E+0	8.647E+0	8.598E+0	8.524E+0	NaN	NaN	7.7E+0	8.649E+0	1.858175844E-1	8.6E+0	4.7E-2
 	0E+0	7.389237579E-1	-1.3728E+1	7.126236283E-1	6.57E+0	2.613537374E-1	7.068E+0	1E+0	7E+0	8.647E+0	8.598E+0	8.524E+0	NaN	NaN	7.7E+0	8.649E+0	1.858175844E-1	8.6E+0	4.7E-2
 	0E+0	7.389237579E-1	-1.3728E+1	7.126236283E-1	6.57E+0	2.613537374E-1	7.062E+0	1E+0	7E+0	8.647E+0	8.598E+0	8.524E+0	NaN	NaN	7.7E+0	8.649E+0	1.858175844E-1	8.6E+0	4.7E-2
 	0E+0	7.389237579E-1	-1.3728E+1	7.126236283E-1	6.57E+0	2.613537374E-1	7.062E+0	1E+0	7E+0	8.647E+0	8.598E+0	8.524E+0	NaN	NaN	7.7E+0	8.649E+0	1.858175844E-1	8.6E+0	4.7E-2
 	0E+0	7.390086107E-1	-1.3728E+1	7.126236283E-1	6.57E+0	2.613961638E-1	7.056E+0	1E+0	7E+0	8.647E+0	8.598E+0	8.524E+0	NaN	NaN	7.7E+0	8.649E+0	1.858175844E-1	8.6E+0	4.7E-2
 	0E+0	7.389237579E-1	-1.3722E+1	7.126236283E-1	6.57E+0	2.613961638E-1	7.062E+0	1E+0	7E+0	8.647E+0	8.598E+0	8.524E+0	NaN	NaN	7.7E+0	8.649E+0	1.858175844E-1	8.6E+0	4.7E-2
 	0E+0	7.390086107E-1	-1.3728E+1	7.126236283E-1	6.57E+0	2.613961638E-1	7.062E+0	1E+0	7E+0	8.647E+0	8.598E+0	8.524E+0	NaN	NaN	7.7E+0	8.649E+0	1.858175844E-1	8.6E+0	4.7E-2
 	0E+0	7.390086107E-1	-1.3728E+1	7.126236283E-1	6.564E+0	2.613961638E-1	7.068E+0	1E+0	7E+0	8.647E+0	8.598E+0	8.524E+0	NaN	NaN	7.7E+0	8.649E+0	1.858175844E-1	8.6E+0	4.7E-2
 	0E+0	7.390086107E-1	-1.3728E+1	7.126236283E-1	6.564E+0	2.613961638E-1	7.068E+0	1E+0	7E+0	8.652E+0	8.607E+0	8.531E+0	NaN	NaN	7.6E+0	8.654E+0	1.890258938E-1	8.61E+0	4.2E-2
 	0E+0	7.390086107E-1	-1.3728E+1	7.126236283E-1	6.564E+0	2.613961638E-1	7.068E+0	1E+0	7E+0	8.652E+0	8.607E+0	8.531E+0	NaN	NaN	7.6E+0	8.654E+0	1.890258938E-1	8.61E+0	4.2E-2
 	0E+0	7.390086107E-1	-1.3728E+1	7.126236283E-1	6.558E+0	2.613961638E-1	7.074E+0	1E+0	7E+0	8.652E+0	8.607E+0	8.531E+0	NaN	NaN	7.6E+0	8.654E+0	1.890258938E-1	8.61E+0	4.2E-2
 	0E+0	7.390086107E-1	-1.3734E+1	7.126236283E-1	6.558E+0	2.613961638E-1	7.074E+0	1E+0	7E+0	8.652E+0	8.607E+0	8.531E+0	NaN	NaN	7.6E+0	8.654E+0	1.890258938E-1	8.61E+0	4.2E-2
 	0E+0	7.390086107E-1	-1.3734E+1	7.126236283E-1	6.558E+0	2.613961638E-1	7.068E+0	1E+0	7E+0	8.652E+0	8.607E+0	8.531E+0	NaN	NaN	7.6E+0	8.654E+0	1.890258938E-1	8.61E+0	4.2E-2
 	0E+0	7.390086107E-1	-1.3734E+1	7.127084811E-1	6.564E+0	2.613961638E-1	7.068E+0	1E+0	7E+0	8.652E+0	8.607E+0	8.531E+0	NaN	NaN	7.6E+0	8.654E+0	1.890258938E-1	8.61E+0	4.2E-2
 	0E+0	7.389237579E-1	-1.3734E+1	7.126236283E-1	6.564E+0	2.613961638E-1	7.068E+0	1E+0	7E+0	8.652E+0	8.607E+0	8.531E+0	NaN	NaN	7.6E+0	8.654E+0	1.890258938E-1	8.61E+0	4.2E-2
 	0E+0	7.390086107E-1	-1.3728E+1	7.127084811E-1	6.564E+0	2.613961638E-1	7.062E+0	1E+0	7E+0	8.652E+0	8.607E+0	8.531E+0	NaN	NaN	7.6E+0	8.654E+0	1.890258938E-1	8.61E+0	4.2E-2
 	0E+0	7.390086107E-1	-1.3728E+1	7.127084811E-1	6.564E+0	2.613961638E-1	7.056E+0	1E+0	7E+0	8.652E+0	8.607E+0	8.531E+0	NaN	NaN	7.6E+0	8.654E+0	1.890258938E-1	8.61E+0	4.2E-2
 	0E+0	7.390086107E-1	-1.3722E+1	7.126236283E-1	6.57E+0	2.613961638E-1	7.056E+0	1E+0	7E+0	8.652E+0	8.607E+0	8.531E+0	NaN	NaN	7.6E+0	8.654E+0	1.890258938E-1	8.61E+0	4.2E-2
 	0E+0	7.390086107E-1	-1.3722E+1	7.126236283E-1	6.57E+0	2.613961638E-1	7.056E+0	1E+0	7E+0	8.652E+0	8.607E+0	8.531E+0	NaN	NaN	7.6E+0	8.654E+0	1.890258938E-1	8.61E+0	4.2E-2
 	0E+0	7.390086107E-1	-1.3722E+1	7.126236283E-1	6.57E+0	2.613961638E-1	7.056E+0	1E+0	7E+0	8.652E+0	8.607E+0	8.531E+0	NaN	NaN	7.6E+0	8.654E+0	1.890258938E-1	8.61E+0	4.2E-2
 	0E+0	7.390086107E-1	-1.3716E+1	7.127084811E-1	6.57E+0	2.613961638E-1	7.05E+0	1E+0	7E+0	8.657E+0	8.615E+0	8.539E+0	NaN	NaN	7.6E+0	8.659E+0	1.940244883E-1	8.615E+0	4.2E-2
 	0E+0	7.390086107E-1	-1.3722E+1	7.127084811E-1	6.57E+0	2.613961638E-1	7.05E+0	1E+0	7E+0	8.657E+0	8.615E+0	8.539E+0	NaN	NaN	7.6E+0	8.659E+0	1.940244883E-1	8.615E+0	4.2E-2
 	0E+0	7.390086107E-1	-1.3722E+1	7.126236283E-1	6.57E+0	2.614385902E-1	7.05E+0	1E+0	7E+0	8.657E+0	8.615E+0	8.539E+0	NaN	NaN	7.6E+0	8.659E+0	1.940244883E-1	8.615E+0	4.2E-2
 	0E+0	7.390086107E-1	-1.3722E+1	7.126236283E-1	6.57E+0	2.614385902E-1	7.05E+0	1E+0	7E+0	8.657E+0	8.615E+0	8.539E+0	NaN	NaN	7.6E+0	8.659E+0	1.940244883E-1	8.615E+0	4.2E-2
 	0E+0	7.390086107E-1	-1.3716E+1	7.127084811E-1	6.57E+0	2.614385902E-1	7.05E+0	1E+0	7E+0	8.657E+0	8.615E+0	8.539E+0	NaN	NaN	7.6E+0	8.659E+0	1.940244883E-1	8.615E+0	4.2E-2
 	0E+0	7.390086107E-1	-1.3716E+1	7.126236283E-1	6.57E+0	2.614385902E-1	7.044E+0	1E+0	7E+0	8.657E+0	8.615E+0	8.539E+0	NaN	NaN	7.6E+0	8.659E+0	1.940244883E-1	8.615E+0	4.2E-2
 	0E+0	7.389237579E-1	-1.3716E+1	7.126236283E-1	6.57E+0	2.614385902E-1	7.05E+0	1E+0	7E+0	8.657E+0	8.615E+0	8.539E+0	NaN	NaN	7.6E+0	8.659E+0	1.940244883E-1	8.615E+0	4.2E-2
 	0E+0	7.389237579E-1	-1.3716E+1	7.126236283E-1	6.57E+0	2.614385902E-1	7.05E+0	1E+0	7E+0	8.657E+0	8.615E+0	8.539E+0	NaN	NaN	7.6E+0	8.659E+0	1.940244883E-1	8.615E+0	4.2E-2
 	0E+0	7.389237579E-1	-1.3716E+1	7.126236283E-1	6.57E+0	2.614810166E-1	7.05E+0	1E+0	7E+0	8.657E+0	8.615E+0	8.539E+0	NaN	NaN	7.6E+0	8.659E+0	1.940244883E-1	8.615E+0	4.2E-2
 	0E+0	7.389237579E-1	-1.3716E+1	7.126236283E-1	6.57E+0	2.614810166E-1	7.05E+0	1E+0	7E+0	8.657E+0	8.615E+0	8.539E+0	NaN	NaN	7.6E+0	8.659E+0	1.940244883E-1	8.615E+0	4.2E-2
 	0E+0	7.389237579E-1	-1.3722E+1	7.126236283E-1	6.57E+0	2.614385902E-1	7.056E+0	1E+0	7E+0	8.657E+0	8.615E+0	8.539E+0	NaN	NaN	7.6E+0	8.659E+0	1.940244883E-1	8.615E+0	4.2E-2
 	0E+0	7.390086107E-1	-1.3722E+1	7.126236283E-1	6.57E+0	2.614385902E-1	7.062E+0	1E+0	7E+0	8.657E+0	8.615E+0	8.539E+0	NaN	NaN	7.6E+0	8.659E+0	1.940244883E-1	8.615E+0	4.2E-2
 	0E+0	7.390920493E-1	-1.3722E+1	7.126236283E-1	6.57E+0	2.613961638E-1	7.074E+0	1E+0	7E+0	8.662E+0	8.617E+0	8.541E+0	NaN	NaN	7.6E+0	8.664E+0	1.896078885E-1	8.619E+0	4.3E-2
 	0E+0	7.390920493E-1	-1.3722E+1	7.127084811E-1	6.57E+0	2.613961638E-1	7.08E+0	1E+0	7E+0	8.662E+0	8.617E+0	8.541E+0	NaN	NaN	7.6E+0	8.664E+0	1.896078885E-1	8.619E+0	4.3E-2
 	0E+0	7.390920493E-1	-1.3728E+1	7.127084811E-1	6.57E+0	2.613961638E-1	7.086E+0	1E+0	7E+0	8.662E+0	8.617E+0	8.541E+0	NaN	NaN	7.6E+0	8.664E+0	1.896078885E-1	8.619E+0	4.3E-2
 	0E+0	7.390920493E-1	-1.3734E+1	7.127084811E-1	6.57E+0	2.613961638E-1	7.092E+0	1E+0	7E+0	8.662E+0	8.617E+0	8.541E+0	NaN	NaN	7.6E+0	8.664E+0	1.896078885E-1	8.619E+0	4.3E-2
 	0E+0	7.390920493E-1	-1.3734E+1	7.127084811E-1	6.57E+0	2.613961638E-1	7.098E+0	1E+0	7E+0	8.662E+0	8.617E+0	8.541E+0	NaN	NaN	7.6E+0	8.664E+0	1.896078885E-1	8.619E+0	4.3E-2
 	0E+0	7.390086107E-1	-1.3734E+1	7.127084811E-1	6.57E+0	2.613961638E-1	7.098E+0	1E+0	7E+0	8.662E+0	8.617E+0	8.541E+0	NaN	NaN	7.6E+0	8.664E+0	1.896078885E-1	8.619E+0	4.3E-2
 	0E+0	7.390086107E-1	-1.3734E+1	7.126236283E-1	6.57E+0	2.613961638E-1	7.098E+0	1E+0	7E+0	8.662E+0	8.617E+0	8.541E+0	NaN	NaN	7.6E+0	8.664E+0	1.896078885E-1	8.619E+0	4.3E-2
 	0E+0	7.390086107E-1	-1.3734E+1	7.126236283E-1	6.57E+0	2.613961638E-1	7.092E+0	1E+0	7E+0	8.662E+0	8.617E+0	8.541E+0	NaN	NaN	7.6E+0	8.664E+0	1.896078885E-1	8.619E+0	4.3E-2
 	0E+0	7.390086107E-1	-1.3734E+1	7.126236283E-1	6.57E+0	2.613961638E-1	7.092E+0	1E+0	7E+0	8.662E+0	8.617E+0	8.541E+0	NaN	NaN	7.6E+0	8.664E+0	1.896078885E-1	8.619E+0	4.3E-2
 	0E+0	7.390086107E-1	-1.3734E+1	7.126236283E-1	6.57E+0	2.613961638E-1	7.092E+0	1E+0	7E+0	8.662E+0	8.617E+0	8.541E+0	NaN	NaN	7.6E+0	8.664E+0	1.896078885E-1	8.619E+0	4.3E-2
 	0E+0	7.390086107E-1	-1.3734E+1	7.126236283E-1	6.57E+0	2.614385902E-1	7.086E+0	1E+0	7E+0	8.662E+0	8.617E+0	8.541E+0	NaN	NaN	7.6E+0	8.664E+0	1.896078885E-1	8.619E+0	4.3E-2
 	0E+0	7.389237579E-1	-1.3734E+1	7.126236283E-1	6.57E+0	2.614385902E-1	7.08E+0	1E+0	7E+0	8.662E+0	8.617E+0	8.541E+0	NaN	NaN	7.6E+0	8.664E+0	1.896078885E-1	8.619E+0	4.3E-2
 	0E+0	7.390086107E-1	-1.3734E+1	7.126236283E-1	6.57E+0	2.614385902E-1	7.08E+0	1E+0	7E+0	8.668E+0	8.619E+0	8.544E+0	NaN	NaN	7.7E+0	8.67E+0	1.865901202E-1	8.622E+0	4.6E-2
 	0E+0	7.390086107E-1	-1.3734E+1	7.127084811E-1	6.57E+0	2.614385902E-1	7.08E+0	1E+0	7E+0	8.668E+0	8.619E+0	8.544E+0	NaN	NaN	7.7E+0	8.67E+0	1.865901202E-1	8.622E+0	4.6E-2
 	0E+0	7.390086107E-1	-1.3734E+1	7.127084811E-1	6.57E+0	2.613961638E-1	7.074E+0	1E+0	7E+0	8.668E+0	8.619E+0	8.544E+0	NaN	NaN	7.7E+0	8.67E+0	1.865901202E-1	8.622E+0	4.6E-2
 	0E+0	7.390920493E-1	-1.3734E+1	7.127084811E-1	6.57E+0	2.613961638E-1	7.074E+0	1E+0	7E+0	8.668E+0	8.619E+0	8.544E+0	NaN	NaN	7.7E+0	8.67E+0	1.865901202E-1	8.622E+0	4.6E-2
 	0E+0	7.390920493E-1	-1.3728E+1	7.127084811E-1	6.57E+0	2.613961638E-1	7.074E+0	1E+0	7E+0	8.668E+0	8.619E+0	8.544E+0	NaN	NaN	7.7E+0	8.67E+0	1.865901202E-1	8.622E+0	4.6E-2
 	0E+0	7.390920493E-1	-1.3734E+1	7.127084811E-1	6.57E+0	2.613961638E-1	7.074E+0	1E+0	7E+0	8.668E+0	8.619E+0	8.544E+0	NaN	NaN	7.7E+0	8.67E+0	1.865901202E-1	8.622E+0	4.6E-2
 	0E+0	7.391769021E-1	-1.3734E+1	7.127084811E-1	6.57E+0	2.613961638E-1	7.08E+0	1E+0	7E+0	8.668E+0	8.619E+0	8.544E+0	NaN	NaN	7.7E+0	8.67E+0	1.865901202E-1	8.622E+0	4.6E-2
 	0E+0	7.390920493E-1	-1.3734E+1	7.127933339E-1	6.57E+0	2.613961638E-1	7.086E+0	1E+0	7E+0	8.668E+0	8.619E+0	8.544E+0	NaN	NaN	7.7E+0	8.67E+0	1.865901202E-1	8.622E+0	4.6E-2
 	0E+0	7.390920493E-1	-1.3734E+1	7.127933339E-1	6.564E+0	2.613961638E-1	7.086E+0	1E+0	7E+0	8.668E+0	8.619E+0	8.544E+0	NaN	NaN	7.7E+0	8.67E+0	1.865901202E-1	8.622E+0	4.6E-2
 	0E+0	7.390920493E-1	-1.3734E+1	7.127084811E-1	6.564E+0	2.613961638E-1	7.086E+0	1E+0	7E+0	8.668E+0	8.619E+0	8.544E+0	NaN	NaN	7.7E+0	8.67E+0	1.865901202E-1	8.622E+0	4.6E-2
 	0E+0	7.390920493E-1	-1.3734E+1	7.127084811E-1	6.564E+0	2.613961638E-1	7.086E+0	1E+0	7E+0	8.668E+0	8.619E+0	8.544E+0	NaN	NaN	7.7E+0	8.67E+0	1.865901202E-1	8.622E+0	4.6E-2
 	0E+0	7.390920493E-1	-1.3734E+1	7.127084811E-1	6.564E+0	2.613961638E-1	7.08E+0	1E+0	7E+0	8.668E+0	8.619E+0	8.544E+0	NaN	NaN	7.7E+0	8.67E+0	1.865901202E-1	8.622E+0	4.6E-2
 	0E+0	7.390086107E-1	-1.3734E+1	7.127084811E-1	6.57E+0	2.613537374E-1	7.074E+0	1E+0	7E+0	8.673E+0	8.627E+0	8.551E+0	NaN	NaN	7.7E+0	8.675E+0	1.896182001E-1	8.629E+0	4.4E-2
 	0E+0	7.390086107E-1	-1.3734E+1	7.127084811E-1	6.57E+0	2.613537374E-1	7.068E+0	1E+0	7E+0	8.673E+0	8.627E+0	8.551E+0	NaN	NaN	7.7E+0	8.675E+0	1.896182001E-1	8.629E+0	4.4E-2
 	0E+0	7.389237579E-1	-1.3734E+1	7.127084811E-1	6.564E+0	2.613537374E-1	7.068E+0	1E+0	7E+0	8.673E+0	8.627E+0	8.551E+0	NaN	NaN	7.7E+0	8.675E+0	1.896182001E-1	8.629E+0	4.4E-2
 	0E+0	7.389237579E-1	-1.374E+1	7.127084811E-1	6.57E+0	2.613537374E-1	7.068E+0	1E+0	7E+0	8.673E+0	8.627E+0	8.551E+0	NaN	NaN	7.7E+0	8.675E+0	1.896182001E-1	8.629E+0	4.4E-2
 	0E+0	7.389237579E-1	-1.3734E+1	7.127084811E-1	6.564E+0	2.613537374E-1	7.068E+0	1E+0	7E+0	8.673E+0	8.627E+0	8.551E+0	NaN	NaN	7.7E+0	8.675E+0	1.896182001E-1	8.629E+0	4.4E-2
 	0E+0	7.389237579E-1	-1.3734E+1	7.127084811E-1	6.564E+0	2.613961638E-1	7.068E+0	1E+0	7E+0	8.673E+0	8.627E+0	8.551E+0	NaN	NaN	7.7E+0	8.675E+0	1.896182001E-1	8.629E+0	4.4E-2
 	0E+0	7.389237579E-1	-1.3728E+1	7.127084811E-1	6.564E+0	2.613961638E-1	7.062E+0	1E+0	7E+0	8.673E+0	8.627E+0	8.551E+0	NaN	NaN	7.7E+0	8.675E+0	1.896182001E-1	8.629E+0	4.4E-2
 	0E+0	7.389237579E-1	-1.3728E+1	7.127084811E-1	6.564E+0	2.613961638E-1	7.062E+0	1E+0	7E+0	8.673E+0	8.627E+0	8.551E+0	NaN	NaN	7.7E+0	8.675E+0	1.896182001E-1	8.629E+0	4.4E-2
 	0E+0	7.389237579E-1	-1.3728E+1	7.127084811E-1	6.564E+0	2.613961638E-1	7.062E+0	1E+0	7E+0	8.673E+0	8.627E+0	8.551E+0	NaN	NaN	7.7E+0	8.675E+0	1.896182001E-1	8.629E+0	4.4E-2
 	0E+0	7.390086107E-1	-1.3728E+1	7.127084811E-1	6.564E+0	2.613961638E-1	7.062E+0	1E+0	7E+0	8.673E+0	8.627E+0	8.551E+0	NaN	NaN	7.7E+0	8.675E+0	1.896182001E-1	8.629E+0	4.4E-2
 	0E+0	7.390086107E-1	-1.3722E+1	7.127084811E-1	6.57E+0	2.613537374E-1	7.062E+0	1E+0	7E+0	8.673E+0	8.627E+0	8.551E+0	NaN	NaN	7.7E+0	8.675E+0	1.896182001E-1	8.629E+0	4.4E-2
 	0E+0	7.390086107E-1	-1.3722E+1	7.127084811E-1	6.57E+0	2.613537374E-1	7.068E+0	1E+0	7E+0	8.673E+0	8.627E+0	8.551E+0	NaN	NaN	7.7E+0	8.675E+0	1.896182001E-1	8.629E+0	4.4E-2
 	0E+0	7.390086107E-1	-1.3722E+1	7.127084811E-1	6.57E+0	2.613537374E-1	7.068E+0	1E+0	7E+0	8.678E+0	8.632E+0	8.557E+0	NaN	NaN	7.7E+0	8.68E+0	1.909581572E-1	8.632E+0	4.6E-2
 	0E+0	7.390086107E-1	-1.3722E+1	7.127084811E-1	6.564E+0	2.613537374E-1	7.062E+0	1E+0	7E+0	8.678E+0	8.632E+0	8.557E+0	NaN	NaN	7.7E+0	8.68E+0	1.909581572E-1	8.632E+0	4.6E-2
 	0E+0	7.390086107E-1	-1.3722E+1	7.127084811E-1	6.564E+0	2.613537374E-1	7.068E+0	1E+0	7E+0	8.678E+0	8.632E+0	8.557E+0	NaN	NaN	7.7E+0	8.68E+0	1.909581572E-1	8.632E+0	4.6E-2
 	0E+0	7.390086107E-1	-1.3722E+1	7.127084811E-1	6.564E+0	2.613537374E-1	7.068E+0	1E+0	7E+0	8.678E+0	8.632E+0	8.557E+0	NaN	NaN	7.7E+0	8.68E+0	1.909581572E-1	8.632E+0	4.6E-2
 	0E+0	7.390086107E-1	-1.3728E+1	7.127084811E-1	6.57E+0	2.613961638E-1	7.074E+0	1E+0	7E+0	8.678E+0	8.632E+0	8.557E+0	NaN	NaN	7.7E+0	8.68E+0	1.909581572E-1	8.632E+0	4.6E-2
 	0E+0	7.390086107E-1	-1.3728E+1	7.127084811E-1	6.57E+0	2.613961638E-1	7.08E+0	1E+0	7E+0	8.678E+0	8.632E+0	8.557E+0	NaN	NaN	7.7E+0	8.68E+0	1.909581572E-1	8.632E+0	4.6E-2
 	0E+0	7.390920493E-1	-1.3728E+1	7.127084811E-1	6.57E+0	2.613961638E-1	7.08E+0	1E+0	7E+0	8.678E+0	8.632E+0	8.557E+0	NaN	NaN	7.7E+0	8.68E+0	1.909581572E-1	8.632E+0	4.6E-2
 	0E+0	7.390920493E-1	-1.3728E+1	7.127084811E-1	6.564E+0	2.613961638E-1	7.074E+0	1E+0	7E+0	8.678E+0	8.632E+0	8.557E+0	NaN	NaN	7.7E+0	8.68E+0	1.909581572E-1	8.632E+0	4.6E-2
 	0E+0	7.390920493E-1	-1.3734E+1	7.127084811E-1	6.57E+0	2.614385902E-1	7.08E+0	1E+0	7E+0	8.678E+0	8.632E+0	8.557E+0	NaN	NaN	7.7E+0	8.68E+0	1.909581572E-1	8.632E+0	4.6E-2
 	0E+0	7.390086107E-1	-1.3734E+1	7.127084811E-1	6.57E+0	2.614385902E-1	7.086E+0	1E+0	7E+0	8.678E+0	8.632E+0	8.557E+0	NaN	NaN	7.7E+0	8.68E+0	1.909581572E-1	8.632E+0	4.6E-2
 	0E+0	7.390086107E-1	-1.3734E+1	7.127084811E-1	6.57E+0	2.614810166E-1	7.086E+0	1E+0	7E+0	8.678E+0	8.632E+0	8.557E+0	NaN	NaN	7.7E+0	8.68E+0	1.909581572E-1	8.632E+0	4.6E-2
 	0E+0	7.389237579E-1	-1.3734E+1	7.127084811E-1	6.57E+0	2.615220288E-1	7.086E+0	1E+0	7E+0	8.678E+0	8.632E+0	8.557E+0	NaN	NaN	7.7E+0	8.68E+0	1.909581572E-1	8.632E+0	4.6E-2
 	0E+0	7.389237579E-1	-1.3734E+1	7.127084811E-1	6.57E+0	2.615644552E-1	7.086E+0	1E+0	7E+0	8.684E+0	8.637E+0	8.56E+0	NaN	NaN	7.7E+0	8.686E+0	1.878039688E-1	8.639E+0	4.5E-2
 	0E+0	7.389237579E-1	-1.3728E+1	7.127084811E-1	6.57E+0	2.615644552E-1	7.08E+0	1E+0	7E+0	8.684E+0	8.637E+0	8.56E+0	NaN	NaN	7.7E+0	8.686E+0	1.878039688E-1	8.639E+0	4.5E-2
 	0E+0	7.389237579E-1	-1.3722E+1	7.127084811E-1	6.57E+0	2.615644552E-1	7.074E+0	1E+0	7E+0	8.684E+0	8.637E+0	8.56E+0	NaN	NaN	7.7E+0	8.686E+0	1.878039688E-1	8.639E+0	4.5E-2
 	0E+0	7.389237579E-1	-1.3722E+1	7.127084811E-1	6.564E+0	2.615644552E-1	7.074E+0	1E+0	7E+0	8.684E+0	8.637E+0	8.56E+0	NaN	NaN	7.7E+0	8.686E+0	1.878039688E-1	8.639E+0	4.5E-2
 	0E+0	7.389237579E-1	-1.3722E+1	7.127084811E-1	6.564E+0	2.615220288E-1	7.068E+0	1E+0	7E+0	8.684E+0	8.637E+0	8.56E+0	NaN	NaN	7.7E+0	8.686E+0	1.878039688E-1	8.639E+0	4.5E-2
 	0E+0	7.389237579E-1	-1.3722E+1	7.127084811E-1	6.564E+0	2.615220288E-1	7.068E+0	1E+0	7E+0	8.684E+0	8.637E+0	8.56E+0	NaN	NaN	7.7E+0	8.686E+0	1.878039688E-1	8.639E+0	4.5E-2
 	0E+0	7.389237579E-1	-1.3722E+1	7.127084811E-1	6.564E+0	2.614810166E-1	7.074E+0	1E+0	7E+0	8.684E+0	8.637E+0	8.56E+0	NaN	NaN	7.7E+0	8.686E+0	1.878039688E-1	8.639E+0	4.5E-2
 	0E+0	7.389237579E-1	-1.3722E+1	7.127933339E-1	6.564E+0	2.614810166E-1	7.068E+0	1E+0	7E+0	8.684E+0	8.637E+0	8.56E+0	NaN	NaN	7.7E+0	8.686E+0	1.878039688E-1	8.639E+0	4.5E-2
 	0E+0	7.389237579E-1	-1.3722E+1	7.127933339E-1	6.564E+0	2.614810166E-1	7.068E+0	1E+0	7E+0	8.684E+0	8.637E+0	8.56E+0	NaN	NaN	7.7E+0	8.686E+0	1.878039688E-1	8.639E+0	4.5E-2
 	0E+0	7.389237579E-1	-1.3722E+1	7.127933339E-1	6.564E+0	2.614810166E-1	7.068E+0	1E+0	7E+0	8.684E+0	8.637E+0	8.56E+0	NaN	NaN	7.7E+0	8.686E+0	1.878039688E-1	8.639E+0	4.5E-2
 	0E+0	7.389237579E-1	-1.3722E+1	7.127933339E-1	6.564E+0	2.614810166E-1	7.068E+0	1E+0	7E+0	8.684E+0	8.637E+0	8.56E+0	NaN	NaN	7.7E+0	8.686E+0	1.878039688E-1	8.639E+0	4.5E-2
