 1482         	               26.99041     	               5            	               8192         	               1482         	               1            	               117 
Header:       	              iwavelength   	              Frequency     	              NumberOfCycles              	              Record Length 	              PointsPerCycle              	              BWReduction   	              Averages
Time(s)       	              X Field(A/m)  	              Y Field (A/m) 	              Kerr (V)      	              Ref (V)       	              Processed
-0.0740125    	              -483.1878     	              -0.1654324    	              -2.763747     	              -2.966564E-04               	              -2.831611 
-0.0739875    	              -478.7569     	              -0.1640267    	              -2.763694     	              -3.120938E-04               	              -2.691747 
-0.0739625    	              -474.3127     	              -0.1627896    	              -2.763662     	              -3.069479E-04               	              -2.738319 
-0.0739375    	              -469.8624     	              -0.161697     	              -2.763617     	              -2.992293E-04               	              -2.808179 
-0.0739125    	              -465.4058     	              -0.1606043    	              -2.763582     	              -2.940834E-04               	              -2.854748 
-0.0738875    	              -460.9361     	              -0.1596321    	              -2.763533     	              -3.069479E-04               	              -2.73819 
-0.0738625    	              -456.4592     	              -0.1587802    	              -2.763485     	              -3.069479E-04               	              -2.738142 
-0.0738375    	              -451.9759     	              -0.1579283    	              -2.763443     	              -2.992293E-04               	              -2.808005 
-0.0738125    	              -447.4786     	              -0.1572691    	              -2.763431     	              -2.992293E-04               	              -2.807993 
-0.0737875    	              -442.9739     	              -0.1566581    	              -2.763441     	              -3.04375E-04  	              -2.761399 
-0.0737625    	              -438.465      	              -0.1560711    	              -2.763338     	              -2.915105E-04               	              -2.877806 
-0.0737375    	              -433.9437     	              -0.1555804    	              -2.763376     	              -2.966564E-04               	              -2.83124 
-0.0737125    	              -429.4151     	              -0.155162     	              -2.763356     	              -2.992293E-04               	              -2.807918 
-0.0736875    	              -424.8834     	              -0.1547436    	              -2.763228     	              -2.992293E-04               	              -2.80779 
-0.0736625    	              -420.3401     	              -0.1543974    	              -2.763143     	              -3.043751E-04               	              -2.761101 
-0.0736375    	              -415.7895     	              -0.1541475    	              -2.763098     	              -2.915105E-04               	              -2.877566 
-0.0736125    	              -411.2364     	              -0.1539457    	              -2.763136     	              -2.966564E-04               	              -2.831 
-0.0735875    	              -406.6713     	              -0.1537922    	              -2.763096     	              -2.966563E-04               	              -2.830961 
-0.0735625    	              -402.0986     	              -0.1536868    	              -2.763011     	              -3.04375E-04  	              -2.76097 
-0.0735375    	              -397.5241     	              -0.1536054    	              -2.762994     	              -2.992293E-04               	              -2.807556 
-0.0735125    	              -392.9398     	              -0.1535963    	              -2.76297      	              -2.966564E-04               	              -2.830834 
-0.0734875    	              -388.3476     	              -0.1536354    	              -2.762905     	              -3.06948E-04  	              -2.737561 
-0.0734625    	              -383.7545     	              -0.1537226    	              -2.762793     	              -3.069479E-04               	              -2.73745 
-0.0734375    	              -379.1525     	              -0.153858     	              -2.7628       	              -3.018022E-04               	              -2.78406 
-0.0734125    	              -374.5433     	              -0.1540416    	              -2.762835     	              -3.018022E-04               	              -2.784095 
-0.0733875    	              -369.9339     	              -0.1542974    	              -2.762814     	              -2.992293E-04               	              -2.807376 
-0.0733625    	              -365.3166     	              -0.1545772    	              -2.762727     	              -2.915105E-04               	              -2.877195 
-0.0733375    	              -360.6909     	              -0.1549534    	              -2.762698     	              -3.043751E-04               	              -2.760656 
-0.0733125    	              -356.065      	              -0.1553055    	              -2.762579     	              -3.018022E-04               	              -2.783839 
-0.0732875    	              -351.4321     	              -0.1557539    	              -2.762558     	              -3.06948E-04  	              -2.737215 
-0.0732625    	              -346.7916     	              -0.1562745    	              -2.762588     	              -3.069479E-04               	              -2.737245 
-0.0732375    	              -342.1513     	              -0.1568433    	              -2.762514     	              -2.992293E-04               	              -2.807076 
-0.0732125    	              -337.5049     	              -0.1574362    	              -2.762493     	              -3.018022E-04               	              -2.783753 
-0.0731875    	              -332.8502     	              -0.1581014    	              -2.76249      	              -2.966563E-04               	              -2.830354 
-0.0731625    	              -328.1957     	              -0.1587906    	              -2.762396     	              -2.992293E-04               	              -2.806958 
-0.0731375    	              -323.5372     	              -0.1595761    	              -2.762349     	              -3.018022E-04               	              -2.783609 
-0.0731125    	              -318.8709     	              -0.1603857    	              -2.762361     	              -2.992293E-04               	              -2.806923 
-0.0730875    	              -314.2048     	              -0.1612194    	              -2.762339     	              -3.095209E-04               	              -2.713693 
-0.0730625    	              -309.5349     	              -0.1621493    	              -2.762294     	              -3.018022E-04               	              -2.783555 
-0.0730375    	              -304.8571     	              -0.1630552    	              -2.762205     	              -3.06948E-04  	              -2.736862 
-0.0730125    	              -300.1797     	              -0.1640334    	              -2.762187     	              -2.992293E-04               	              -2.806749 
-0.0729875    	              -295.5003     	              -0.1650115    	              -2.762134     	              -3.06948E-04  	              -2.736791 
-0.0729625    	              -290.8126     	              -0.1660137    	              -2.762088     	              -3.095208E-04               	              -2.713443 
-0.0729375    	              -286.1243     	              -0.1671364    	              -2.762024     	              -3.018022E-04               	              -2.783285 
-0.0729125    	              -281.4351     	              -0.1681627    	              -2.761954     	              -2.940835E-04               	              -2.853119 
-0.0728875    	              -276.7387     	              -0.1692853    	              -2.761814     	              -2.940834E-04               	              -2.85298 
-0.0728625    	              -272.0417     	              -0.170432     	              -2.761809     	              -2.940835E-04               	              -2.852975 
-0.0728375    	              -267.3447     	              -0.1715787    	              -2.761846     	              -3.06948E-04  	              -2.736502 
-0.0728125    	              -262.6409     	              -0.1727013    	              -2.76189      	              -3.018022E-04               	              -2.783151 
-0.0727875    	              -257.9368     	              -0.173848     	              -2.761796     	              -2.940835E-04               	              -2.852962 
-0.0727625    	              -253.2342     	              -0.1750188    	              -2.761726     	              -3.04375E-04  	              -2.759685 
-0.0727375    	              -248.5255     	              -0.1762859    	              -2.76165      	              -2.966564E-04               	              -2.829514 
-0.0727125    	              -243.8159     	              -0.1775289    	              -2.761564     	              -2.940835E-04               	              -2.85273 
-0.0726875    	              -239.1086     	              -0.178772     	              -2.761618     	              -3.043751E-04               	              -2.759576 
-0.0726625    	              -234.3957     	              -0.1801113    	              -2.761572     	              -3.018022E-04               	              -2.782833 
-0.0726375    	              -229.6817     	              -0.1814507    	              -2.761436     	              -2.992293E-04               	              -2.805998 
-0.0726125    	              -224.9705     	              -0.1828382    	              -2.761397     	              -2.915105E-04               	              -2.875865 
-0.0725875    	              -220.2541     	              -0.1842979    	              -2.761421     	              -2.966564E-04               	              -2.829285 
-0.0725625    	              -215.5362     	              -0.1857335    	              -2.761428     	              -3.04375E-04  	              -2.759387 
-0.0725375    	              -210.8217     	              -0.1872173    	              -2.76142      	              -3.06948E-04  	              -2.736076 
-0.0725125    	              -206.1036     	              -0.1887493    	              -2.761342     	              -3.04375E-04  	              -2.759301 
-0.0724875    	              -201.3836     	              -0.1903053    	              -2.761259     	              -2.966563E-04               	              -2.829123 
-0.0724625    	              -196.6674     	              -0.1918373    	              -2.761286     	              -2.992293E-04               	              -2.805848 
-7.243749E-02               	              -191.9481     	              -0.1934174    	              -2.761184     	              -3.06948E-04  	              -2.73584 
-0.0724125    	              -187.2272     	              -0.1950698    	              -2.761105     	              -3.04375E-04  	              -2.759063 
-0.0723875    	              -182.5109     	              -0.1967221    	              -2.76107      	              -2.992292E-04               	              -2.805632 
-0.0723625    	              -177.7921     	              -0.1984226    	              -2.760942     	              -3.069479E-04               	              -2.735598 
-0.0723375    	              -173.0706     	              -0.2001472    	              -2.760953     	              -3.146667E-04               	              -2.665704 
-0.0723125    	              -168.3535     	              -0.2018478    	              -2.760928     	              -3.120938E-04               	              -2.688981 
-0.0722875    	              -163.6351     	              -0.2035724    	              -2.760909     	              -3.120938E-04               	              -2.688962 
-0.0722625    	              -158.9146     	              -0.2053692    	              -2.760896     	              -2.992293E-04               	              -2.805458 
-0.0722375    	              -154.1989     	              -0.2071901    	              -2.760797     	              -3.120938E-04               	              -2.688849 
-7.221249E-02               	              -149.4824     	              -0.209011     	              -2.760702     	              -3.06948E-04  	              -2.735359 
-0.0721875    	              -144.7637     	              -0.210856     	              -2.760648     	              -3.04375E-04  	              -2.758607 
-0.0721625    	              -140.0496     	              -0.2127251    	              -2.760654     	              -2.966563E-04               	              -2.828518 
-0.0721375    	              -135.3357     	              -0.2145701    	              -2.760668     	              -3.04375E-04  	              -2.758627 
-0.0721125    	              -130.6192     	              -0.2164873    	              -2.760621     	              -3.06948E-04  	              -2.735277 
-0.0720875    	              -125.9071     	              -0.2184286    	              -2.760505     	              -2.966564E-04               	              -2.828369 
-0.0720625    	              -121.1959     	              -0.2204181    	              -2.760532     	              -2.966564E-04               	              -2.828396 
-0.0720375    	              -116.4822     	              -0.2224316    	              -2.760477     	              -3.06948E-04  	              -2.735134 
-0.0720125    	              -111.773      	              -0.2244693    	              -2.760416     	              -3.018022E-04               	              -2.781677 
-7.198749E-02               	              -107.0664     	              -0.2265069    	              -2.760282     	              -2.940834E-04               	              -2.851448 
-0.0719625    	              -102.3582     	              -0.2286168    	              -2.760295     	              -3.095209E-04               	              -2.711649 
-0.0719375    	              -97.6543      	              -0.2307507    	              -2.760294     	              -2.940835E-04               	              -2.85146 
-0.0719125    	              -92.9538      	              -0.2328606    	              -2.760247     	              -3.04375E-04  	              -2.758206 
-0.0718875    	              -88.25159     	              -0.2349223    	              -2.760181     	              -2.992293E-04               	              -2.804743 
-0.0718625    	              -83.5531      	              -0.2370321    	              -2.760057     	              -3.146667E-04               	              -2.664808 
-0.0718375    	              -78.8584      	              -0.2391179    	              -2.760075     	              -3.120938E-04               	              -2.688128 
-0.0718125    	              -74.16211     	              -0.2412759    	              -2.759986     	              -3.172396E-04               	              -2.641435 
-0.0717875    	              -69.46954     	              -0.243434     	              -2.759917     	              -3.120937E-04               	              -2.68797 
-0.0717625    	              -64.78229     	              -0.2455197    	              -2.759899     	              -3.095209E-04               	              -2.711254 
-0.0717375    	              -60.09448     	              -0.2476537    	              -2.759872     	              -3.120938E-04               	              -2.687925 
-0.0717125    	              -55.41022     	              -0.2498117    	              -2.759782     	              -3.198125E-04               	              -2.617929 
-0.0716875    	              -50.73181     	              -0.2519456    	              -2.759677     	              -3.120938E-04               	              -2.68773 
-0.0716625    	              -46.05334     	              -0.2540796    	              -2.759673     	              -3.095208E-04               	              -2.711028 
-0.0716375    	              -41.37854     	              -0.2562616    	              -2.759649     	              -3.06948E-04  	              -2.734305 
-0.0716125    	              -36.71057     	              -0.2584679    	              -2.759583     	              -3.018022E-04               	              -2.780843 
-0.0715875    	              -32.04279     	              -0.2606499    	              -2.75957      	              -2.992293E-04               	              -2.804132 
-0.0715625    	              -27.37762     	              -0.2628802    	              -2.759473     	              -3.04375E-04  	              -2.757432 
-0.0715375    	              -22.71918     	              -0.2651104    	              -2.759417     	              -3.120938E-04               	              -2.68747 
-0.0715125    	              -18.06177     	              -0.2673166    	              -2.759429     	              -3.04375E-04  	              -2.757387 
-0.0714875    	              -13.40729     	              -0.269595     	              -2.7594       	              -3.172396E-04               	              -2.640849 
-0.0714625    	              -8.760254     	              -0.2718012    	              -2.759392     	              -3.095208E-04               	              -2.710747 
-0.0714375    	              -4.11438      	              -0.2740555    	              -2.759236     	              -3.095208E-04               	              -2.710591 
-0.0714125    	               0.5292358    	              -0.2763821    	              -2.759185     	              -3.095209E-04               	              -2.710539 
-0.0713875    	               5.165222     	              -0.2787087    	              -2.759239     	              -3.06948E-04  	              -2.733895 
-0.0713625    	               9.799011     	              -0.2810353    	              -2.759174     	              -3.120938E-04               	              -2.687227 
-0.0713375    	               14.43079     	              -0.28341      	              -2.759106     	              -3.120938E-04               	              -2.687159 
-0.0713125    	               19.05518     	              -0.2857607    	              -2.758977     	              -3.172396E-04               	              -2.640426 
-0.0712875    	               23.67682     	              -0.2881354    	              -2.75895      	              -3.120938E-04               	              -2.687003 
-0.0712625    	               28.29626     	              -0.2905583    	              -2.758892     	              -3.04375E-04  	              -2.75685 
-0.0712375    	               32.90796     	              -0.2929812    	              -2.758873     	              -3.06948E-04  	              -2.73353 
-0.0712125    	               37.51636     	              -0.2954522    	              -2.758784     	              -3.04375E-04  	              -2.756743 
-0.0711875    	               42.12256     	              -0.2978992    	              -2.758665     	              -3.095209E-04               	              -2.71002 
-0.0711625    	               46.72101     	              -0.3003943    	              -2.758609     	              -3.018022E-04               	              -2.779869 
-0.0711375    	               51.31482     	              -0.3028413    	              -2.75859      	              -3.120938E-04               	              -2.686643 
-0.0711125    	               55.90588     	              -0.3053364    	              -2.758565     	              -3.095209E-04               	              -2.70992 
-0.0710875    	               60.48889     	              -0.3078315    	              -2.758538     	              -3.172396E-04               	              -2.639987 
-0.0710625    	               65.06702     	              -0.3103267    	              -2.758515     	              -3.120938E-04               	              -2.686568 
-0.0710375    	               69.6427      	              -0.3128218    	              -2.758435     	              -3.06948E-04  	              -2.733092 
-0.0710125    	               74.21094     	              -0.3153169    	              -2.758375     	              -3.172396E-04               	              -2.639824 
-0.0709875    	               78.77386     	              -0.3178361    	              -2.758285     	              -3.120938E-04               	              -2.686338 
-0.0709625    	               83.33466     	              -0.3203553    	              -2.758263     	              -3.06948E-04  	              -2.73292 
-0.0709375    	               87.88843     	              -0.3229468    	              -2.758242     	              -3.095209E-04               	              -2.709597 
-0.0709125    	               92.43646     	              -0.3254419    	              -2.758176     	              -3.095209E-04               	              -2.709531 
-0.0708875    	               96.98175     	              -0.327937     	              -2.758114     	              -3.146667E-04               	              -2.662865 
-0.0708625    	               101.5194     	              -0.3305044    	              -2.758062     	              -3.120938E-04               	              -2.686115 
-0.0708375    	               106.0493     	              -0.3329995    	              -2.758034     	              -3.172396E-04               	              -2.639483 
-0.0708125    	               110.5755     	              -0.3355428    	              -2.758046     	              -3.223854E-04               	              -2.592891 
-0.0707875    	               115.0941     	              -0.338062     	              -2.757973     	              -3.146667E-04               	              -2.662724 
-0.0707625    	               119.6044     	              -0.3405571    	              -2.757808     	              -3.146667E-04               	              -2.662559 
-0.0707375    	               124.1111     	              -0.3430763    	              -2.757805     	              -3.06948E-04  	              -2.732461 
-0.0707125    	               128.611      	              -0.3455233    	              -2.757757     	              -3.120938E-04               	              -2.68581 
-0.0706875    	               133.1024     	              -0.3480184    	              -2.757706     	              -3.172396E-04               	              -2.639156 
-0.0706625    	               137.5901     	              -0.3504654    	              -2.757649     	              -3.120938E-04               	              -2.685702 
-0.0706375    	               142.0716     	              -0.3529124    	              -2.757605     	              -3.06948E-04  	              -2.732261 
-0.0706125    	               146.5444     	              -0.355263     	              -2.757518     	              -3.095209E-04               	              -2.708873 
-0.0705875    	               151.0132     	              -0.3576859    	              -2.757449     	              -2.966563E-04               	              -2.825313 
-0.0705625    	               155.4756     	              -0.3600607    	              -2.757445     	              -2.889376E-04               	              -2.895215 
-0.0705375    	               159.9288     	              -0.3624354    	              -2.75741      	              -3.018022E-04               	              -2.77867 
-0.0705125    	               164.3777     	              -0.3648101    	              -2.757319     	              -3.095209E-04               	              -2.708674 
-0.0704875    	               168.8209     	              -0.3671608    	              -2.757273     	              -3.095209E-04               	              -2.708627 
-0.0704625    	               173.2547     	              -0.3695114    	              -2.757273     	              -3.120938E-04               	              -2.685326 
-0.0704375    	               177.6837     	              -0.3718862    	              -2.757199     	              -3.018022E-04               	              -2.778459 
-0.0704125    	               182.1071     	              -0.3742609    	              -2.757179     	              -3.146667E-04               	              -2.66193 
-0.0703875    	               186.5214     	              -0.3765634    	              -2.757179     	              -2.992293E-04               	              -2.801741 
-0.0703625    	               190.9305     	              -0.3788659    	              -2.757116     	              -3.146667E-04               	              -2.661867 
-0.0703375    	               195.3342     	              -0.3812166    	              -2.756996     	              -3.04375E-04  	              -2.754955 
-0.0703125    	               199.7281     	              -0.3835191    	              -2.756959     	              -3.095209E-04               	              -2.708314 
-0.0702875    	               204.1159     	              -0.3857975    	              -2.756914     	              -3.120938E-04               	              -2.684967 
-0.0702625    	               208.498      	              -0.388124     	              -2.756838     	              -3.018022E-04               	              -2.778098 
-0.0702375    	               212.8699     	              -0.3904024    	              -2.756882     	              -2.992293E-04               	              -2.801444 
-0.0702125    	               217.2349     	              -0.3927049    	              -2.756843     	              -3.095209E-04               	              -2.708198 
-0.0701875    	               221.5942     	              -0.3950315    	              -2.756709     	              -3.018022E-04               	              -2.777969 
-0.0701625    	               225.944      	              -0.3972858    	              -2.756705     	              -3.018022E-04               	              -2.777965 
-0.0701375    	               230.2874     	              -0.399492     	              -2.756718     	              -3.069479E-04               	              -2.731375 
-0.0701125    	               234.6252     	              -0.4016982    	              -2.756674     	              -3.04375E-04  	              -2.754632 
-0.0700875    	               238.9531     	              -0.4039285    	              -2.756587     	              -3.04375E-04  	              -2.754546 
-0.0700625    	               243.2737     	              -0.4061347    	              -2.756591     	              -2.966563E-04               	              -2.824455 
-0.0700375    	               247.5889     	              -0.4083168    	              -2.756595     	              -2.992293E-04               	              -2.801157 
-7.001249E-02               	               251.8944     	              -0.4105229    	              -2.75655      	              -2.992293E-04               	              -2.801112 
-0.0699875    	               256.1917     	              -0.412681     	              -2.756506     	              -2.992293E-04               	              -2.801068 
-0.0699625    	               260.483      	              -0.414839     	              -2.756518     	              -2.940835E-04               	              -2.847684 
-0.0699375    	               264.7647     	              -0.4169488    	              -2.756515     	              -3.120938E-04               	              -2.684568 
-0.0699125    	               269.0378     	              -0.4190587    	              -2.756383     	              -3.172396E-04               	              -2.637833 
-0.0698875    	               273.3052     	              -0.4211686    	              -2.756295     	              -3.146667E-04               	              -2.661046 
-0.0698625    	               277.5634     	              -0.4232303    	              -2.756341     	              -3.018022E-04               	              -2.777601 
-0.0698375    	               281.8125     	              -0.4252679    	              -2.756347     	              -3.043751E-04               	              -2.754306 
-0.0698125    	               286.0552     	              -0.4273296    	              -2.756274     	              -2.992293E-04               	              -2.800836 
-6.978749E-02               	               290.2883     	              -0.4293672    	              -2.756243     	              -3.095209E-04               	              -2.707597 
-0.0697625    	               294.5115     	              -0.4313567    	              -2.756211     	              -3.06948E-04  	              -2.730868 
-0.0697375    	               298.7282     	              -0.433298     	              -2.756142     	              -3.018022E-04               	              -2.777402 
-0.0697125    	               302.9353     	              -0.4352152    	              -2.756103     	              -3.095209E-04               	              -2.707458 
-0.0696875    	               307.1315     	              -0.4371806    	              -2.756074     	              -2.966564E-04               	              -2.823938 
-0.0696625    	               311.3207     	              -0.4390738    	              -2.756031     	              -2.940834E-04               	              -2.847197 
-0.0696375    	               315.5004     	              -0.440991     	              -2.75594      	              -3.04375E-04  	              -2.753899 
-0.0696125    	               319.669      	              -0.4428119    	              -2.755892     	              -3.06948E-04  	              -2.730548 
-0.0695875    	               323.83       	              -0.4446569    	              -2.755863     	              -3.018022E-04               	              -2.777124 
-0.0695625    	               327.9815     	              -0.4465019    	              -2.755839     	              -2.966564E-04               	              -2.823703 
-0.0695375    	               332.1218     	              -0.4483469    	              -2.755775     	              -3.04375E-04  	              -2.753734 
-0.0695125    	               336.2547     	              -0.4501196    	              -2.75575      	              -3.06948E-04  	              -2.730407 
-0.0694875    	               340.3785     	              -0.4519165    	              -2.755745     	              -3.06948E-04  	              -2.730401 
-0.0694625    	               344.491      	              -0.4537133    	              -2.755696     	              -3.120938E-04               	              -2.683749 
-0.0694375    	               348.5958     	              -0.4555342    	              -2.75566      	              -3.095209E-04               	              -2.707015 
-0.0694125    	               352.6921     	              -0.4574033    	              -2.75563      	              -3.095209E-04               	              -2.706984 
-0.0693875    	               356.7773     	              -0.4592242    	              -2.755669     	              -2.940835E-04               	              -2.846835 
-0.0693625    	               360.8549     	              -0.4610451    	              -2.755645     	              -2.966564E-04               	              -2.823509 
-0.0693375    	               364.9246     	              -0.4628901    	              -2.755627     	              -3.06948E-04  	              -2.730284 
-0.0693125    	               368.983      	              -0.4646388    	              -2.755529     	              -3.146667E-04               	              -2.66028 
-0.0692875    	               373.0331     	              -0.4663634    	              -2.755469     	              -3.095209E-04               	              -2.706823 
-0.0692625    	               377.0747     	              -0.468064     	              -2.755406     	              -3.06948E-04  	              -2.730063 
-0.0692375    	               381.1048     	              -0.4697886    	              -2.755398     	              -3.018022E-04               	              -2.776658 
-0.0692125    	               385.1262     	              -0.4714891    	              -2.755335     	              -3.06948E-04  	              -2.729992 
-0.0691875    	               389.139      	              -0.4731896    	              -2.7553       	              -2.992293E-04               	              -2.799862 
-0.0691625    	               393.1396     	              -0.474842     	              -2.75532      	              -3.018022E-04               	              -2.776581 
-0.0691375    	               397.1306     	              -0.4764462    	              -2.755243     	              -3.04375E-04  	              -2.753202 
-0.0691125    	               401.113      	              -0.4780985    	              -2.755185     	              -2.940835E-04               	              -2.846351 
-0.0690875    	               405.0829     	              -0.4796786    	              -2.755162     	              -3.120938E-04               	              -2.683215 
-0.0690625    	               409.0426     	              -0.4811624    	              -2.755165     	              -3.069479E-04               	              -2.729821 
-0.0690375    	               412.993      	              -0.4826222    	              -2.755099     	              -3.04375E-04  	              -2.753058 
-0.0690125    	               416.931      	              -0.4840578    	              -2.755025     	              -3.120938E-04               	              -2.683078 
-0.0689875    	               420.8585     	              -0.4854935    	              -2.754993     	              -2.966563E-04               	              -2.822857 
-0.0689625    	               424.7767     	              -0.4868328    	              -2.755017     	              -3.018022E-04               	              -2.776277 
-0.0689375    	               428.6828     	              -0.4881481    	              -2.755019     	              -2.992293E-04               	              -2.799581 
-0.0689125    	               432.5782     	              -0.4894392    	              -2.754999     	              -3.069479E-04               	              -2.729656 
-0.0688875    	               436.465      	              -0.4907786    	              -2.754959     	              -3.095209E-04               	              -2.706314 
-0.0688625    	               440.3403     	              -0.4920457    	              -2.754874     	              -2.915105E-04               	              -2.869342 
-0.0688375    	               444.2047     	              -0.4932646    	              -2.754863     	              -2.863648E-04               	              -2.915934 
-0.0688125    	               448.0605     	              -0.4944836    	              -2.754841     	              -2.992293E-04               	              -2.799403 
-0.0687875    	               451.9052     	              -0.4956543    	              -2.754749     	              -3.018022E-04               	              -2.776009 
-0.0687625    	               455.7393     	              -0.496777     	              -2.754714     	              -2.992293E-04               	              -2.799276 
-0.0687375    	               459.5648     	              -0.4978996    	              -2.754647     	              -3.146667E-04               	              -2.659398 
-0.0687125    	               463.3801     	              -0.4990222    	              -2.754667     	              -3.04375E-04  	              -2.752626 
-0.0686875    	               467.1843     	              -0.5001208    	              -2.754669     	              -3.04375E-04  	              -2.752628 
-0.0686625    	               470.9797     	              -0.5011953    	              -2.75458      	              -3.120938E-04               	              -2.682633 
-0.0686375    	               474.7643     	              -0.5022456    	              -2.75457      	              -3.120938E-04               	              -2.682623 
-0.0686125    	               478.537      	              -0.5033201    	              -2.754597     	              -3.04375E-04  	              -2.752556 
-0.0685875    	               482.3001     	              -0.5043705    	              -2.754552     	              -2.992293E-04               	              -2.799114 
-0.0685625    	               486.052      	              -0.5053727    	              -2.754401     	              -3.120938E-04               	              -2.682454 
-0.0685375    	               489.7913     	              -0.5063508    	              -2.754344     	              -3.018022E-04               	              -2.775604 
-0.0685125    	               493.5206     	              -0.5072808    	              -2.75434      	              -2.992293E-04               	              -2.798902 
-0.0684875    	               497.2391     	              -0.5082108    	              -2.754299     	              -3.04375E-04  	              -2.752258 
-0.0684625    	               500.9451     	              -0.5090686    	              -2.754283     	              -3.146667E-04               	              -2.659034 
-0.0684375    	               504.6413     	              -0.5099745    	              -2.754247     	              -3.095209E-04               	              -2.705602 
-0.0684125    	               508.3268     	              -0.5108323    	              -2.754266     	              -3.018022E-04               	              -2.775526 
-0.0683875    	               512          	              -0.5116178    	              -2.754207     	              -3.018022E-04               	              -2.775467 
-0.0683625    	               515.663      	              -0.5124274    	              -2.754161     	              -3.095208E-04               	              -2.705516 
-0.0683375    	               519.3153     	              -0.5131888    	              -2.75413      	              -3.095208E-04               	              -2.705485 
-0.0683125    	               522.9547     	              -0.5139743    	              -2.754161     	              -3.069479E-04               	              -2.728818 
-0.0682875    	               526.5835     	              -0.5147117    	              -2.754063     	              -3.095209E-04               	              -2.705418 
-0.0682625    	               530.2013     	              -0.515425     	              -2.754005     	              -3.095208E-04               	              -2.70536 
-0.0682375    	               533.8065     	              -0.5161383    	              -2.754028     	              -3.069479E-04               	              -2.728685 
-0.0682125    	               537.401      	              -0.5168756    	              -2.754079     	              -3.120938E-04               	              -2.682132 
-0.0681875    	               540.9854     	              -0.5176129    	              -2.754023     	              -3.146667E-04               	              -2.658774 
-0.0681625    	               544.5577     	              -0.5183503    	              -2.753875     	              -2.966564E-04               	              -2.821739 
-0.0681375    	               548.1198     	              -0.5190636    	              -2.75381      	              -2.915105E-04               	              -2.868278 
-0.0681125    	               551.6717     	              -0.5197528    	              -2.753827     	              -3.069479E-04               	              -2.728483 
-0.0680875    	               555.2113     	              -0.5204179    	              -2.753814     	              -3.095209E-04               	              -2.705169 
-0.0680625    	               558.7401     	              -0.521059     	              -2.753787     	              -3.172396E-04               	              -2.635236 
-0.0680375    	               562.2585     	              -0.5216519    	              -2.753747     	              -3.120938E-04               	              -2.6818 
-0.0680125    	               565.7641     	              -0.5222688    	              -2.753707     	              -3.120938E-04               	              -2.68176 
-0.0679875    	               569.2582     	              -0.5227895    	              -2.753684     	              -3.095209E-04               	              -2.705039 
-0.0679625    	               572.7413     	              -0.523286     	              -2.753693     	              -3.04375E-04  	              -2.751651 
-0.0679375    	               576.2112     	              -0.5237585    	              -2.753622     	              -2.992293E-04               	              -2.798184 
-0.0679125    	               579.6689     	              -0.524231     	              -2.753583     	              -3.146667E-04               	              -2.658334 
-0.0678875    	               583.1157     	              -0.5246794    	              -2.75354      	              -3.146667E-04               	              -2.658291 
-0.0678625    	               586.5494     	              -0.5251037    	              -2.753506     	              -3.146667E-04               	              -2.658257 
-0.0678375    	               589.9706     	              -0.5254318    	              -2.753472     	              -3.095209E-04               	              -2.704826 
-6.781249E-02               	               593.3801     	              -0.525808     	              -2.753435     	              -2.992293E-04               	              -2.797997 
-0.0677875    	               596.7762     	              -0.526136     	              -2.753433     	              -2.966564E-04               	              -2.821296 
-0.0677625    	               600.1594     	              -0.5264158    	              -2.753419     	              -2.940835E-04               	              -2.844585 
-0.0677375    	               603.531      	              -0.5266957    	              -2.753388     	              -2.966563E-04               	              -2.821252 
-0.0677125    	               606.8894     	              -0.5269514    	              -2.753314     	              -3.095209E-04               	              -2.704669 
-0.0676875    	               610.2344     	              -0.5271832    	              -2.753217     	              -3.120938E-04               	              -2.681269 
-0.0676625    	               613.5679     	              -0.5273908    	              -2.753155     	              -2.940834E-04               	              -2.844321 
-0.0676375    	               616.8888     	              -0.5275984    	              -2.753131     	              -2.992293E-04               	              -2.797693 
-0.0676125    	               620.1965     	              -0.5277579    	              -2.753048     	              -3.04375E-04  	              -2.751006 
-6.758749E-02               	               623.4932     	              -0.5278451    	              -2.752918     	              -2.966564E-04               	              -2.820782 
-0.0675625    	               626.7778     	              -0.5279323    	              -2.752791     	              -2.992292E-04               	              -2.797354 
-0.0675375    	               630.0499     	              -0.5279955    	              -2.75263      	              -2.940834E-04               	              -2.843796 
-0.0675125    	               633.3105     	              -0.5280586    	              -2.752237     	              -3.06948E-04  	              -2.726893 
-0.0674875    	               636.5591     	              -0.5280976    	              -2.751942     	              -3.04375E-04  	              -2.7499 
-0.0674625    	               639.7946     	              -0.5280886    	              -2.751616     	              -3.018022E-04               	              -2.772876 
-0.0674375    	               643.0187     	              -0.5280554    	              -2.751203     	              -3.095209E-04               	              -2.702558 
-0.0674125    	               646.2304     	              -0.5279741    	              -2.750772     	              -3.06948E-04  	              -2.725429 
-0.0673875    	               649.4282     	              -0.5278205    	              -2.750218     	              -2.915105E-04               	              -2.864686 
-0.0673625    	               652.6135     	              -0.5276188    	              -2.749633     	              -2.915105E-04               	              -2.8641 
-0.0673375    	               655.7863     	              -0.527393     	              -2.749036     	              -2.760731E-04               	              -3.003315 
